host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
3757,Ed,2014/5/8,"New York, NY",,within an hour,1.00 ,0.99 ,t,Bedford-Stuyvesant,3,3,"['email', 'phone']",t,t
3758,Margot,2012/10/27,"New York, NY","I work in philanthropy and social enterprise, and live with my husband and four kids in Brooklyn, NY.",within a day,0.90 ,0.72 ,t,Prospect Heights,2,4,"['email', 'phone']",t,t
3759,Emily,2011/12/8,"New York, NY","Work in tech.  Love to travel, plan events, workout and experience new things.  I play bridge and love the shows Billionaire, Silicon Valley & Odd Mom Out. I love trying exotic foods and trying new restaurants. Very familiar with New York City, happy to give recommendations for your visit.",,0.29 ,0.98 ,f,Midtown,1,5,"['email', 'phone']",t,f
3760,Daniela & James,2021/5/15,,,within a day,1.00 ,1.00 ,f,Bedford-Stuyvesant,20,25,"['email', 'phone']",t,t
3761,Thomas,2012/8/29,"New York, NY",,,0.30 ,0.48 ,f,Upper West Side,1,1,"['email', 'phone']",t,t
3762,Christopher,2017/3/24,"New York, NY","I love listening to music. I love to dance and sing (I sound like a Kermit frog). I associate myself with smart individuals, and don't do well with disrespect or unkindness. I absolutely love to watch movies and anime of all kinds. I play games a fair amount and enjoy rollerblading everywhere. I hope to see you soon!",within a few hours,0.80 ,0.91 ,f,,1,2,"['email', 'phone']",t,t
3763,Nishi,2017/5/4,"Toronto, Canada",I love travelling and checking out new countries. I am a true extravert who loves meeting new people. I make sure that my guests are comfortable and will make any accommodations that I can. ,within an hour,1.00 ,0.98 ,f,Entertainment District,3,4,"['email', 'phone']",t,t
3764,Keefe,2013/12/17,"New York, NY","I've spent my life working in film, tv, and digital media. Right now, I run an NGO doing community-based communications in East Africa and the Middle East with a focus on young people and refugees. I speak english, german and spanish passabl. I cook, I read and am interested in international politics, international development and music. I've lived in my neighborhood for 15 years. I'm not a party person. I'm very respectful of others and ask the same in return. Friendly to all walks of life, backgrounds and lifestyles. ",,0.62 ,0.64 ,f,Williamsburg,1,1,"['email', 'phone']",t,t
3765,Ren茅,2012/8/12,"New York, NY","I live in Harlem NYC. I practice yoga almost everyday. I play electric guitar and compose music for my indy rock band The Goddess Lakshmi. I own a restored Victorian Townhouse called The Harlem Flophouse which is my primary source of income. I enjoy attending cinema, theater and music events. I also like to hike, ride bikes and travel.",within an hour,1.00 ,1.00 ,t,Harlem,4,5,"['email', 'phone']",t,t
3766,SharedEasy,2021/11/11,,,within a day,0.90 ,0.83 ,f,Bushwick,9,9,"['email', 'phone']",t,t
3767,Anca,2021/8/9,"Valley Stream, NY",,within a day,0.75 ,0.50 ,f,,1,1,['phone'],t,t
3768,Sonder (NYC),2018/10/8,"New York, NY","6000+ spaces. 35+ cities. We exist to make better spaces open to all. Every Sonder is thoughtfully designed as an all-in-one space for working, playing, or living.
",within an hour,0.98 ,0.99 ,f,Financial District,74,741,"['email', 'phone', 'work_email']",t,t
3769,Ella,2013/6/5,"New York, NY",I 鉂わ笍 NY,,0.33 ,0.00 ,f,Gravesend,7,15,"['email', 'phone']",t,t
3770,Mo,2015/12/3,"New York, NY","I love to travel. I'm an outdoor enthusiast. Hiking, fishing, running, surfing, snowboarding. Memories are best shared. I am social and as a guest you can expect myself and my friends to be both respectful of your home and friendly.

",,0.28 ,0.01 ,f,Upper West Side,1,3,"['email', 'phone']",t,t
3771,Lanny,2013/5/9,"New York, NY","From Brooklyn working as an Art Director. Originally from Washington D.C. I moved to Brooklyn over 8 years ago. I love this city and the diversity and vibrance it brings. One fun fact alot of my friends know about me is that I'm a huge lover of dogs (and animals alike!). I can't wait to share my beautiful, cozy home with you and let you experience the beautiful New York City!",,0.47 ,0.23 ,f,Lefferts Garden,1,1,"['email', 'phone']",t,t
3772,Ricky,2019/6/1,"Yonkers, NY","Me (Ricky) and John are 2 cool , down to earth guys they love meeting and interacting with new people.  We love learning of new cultures and seeing the world through others鈥?eyes.  We look forward to hosting you and making your stay in NYC an unforgettable one!",within an hour,0.98 ,0.83 ,f,Ludlow,9,17,"['email', 'phone']",t,t
3773,Julie,2014/3/2,"New York, NY","Photographer and studio owner living and working in Brooklyn.
Love meeting people from around the world.",within an hour,1.00 ,0.64 ,t,Bushwick,3,5,"['email', 'phone']",t,t
3774,Shully'S,2016/2/8,"New York, United States",,within an hour,1.00 ,0.99 ,t,Wakefield,5,5,"['email', 'phone']",t,t
3775,Lara,2014/1/24,"New York, NY","We are a couple who have been living in Manhattan for 25 years. He is a dog trainer during the week and a herpetologist at the Bronx Zoo on the weekends. She owns her own graphic design and marketing firm.

We both love to travel (we met while she was in Sri Lanka, where he is from) and spend almost every weekend out on Long Island so the apartment is frequently free.

We have a gecko, a salt-water fish tank (light care is needed if staying more than 5 days) and a 5-year-old cat named Lilly. ",,0.14 ,0.49 ,f,Upper West Side,1,1,"['email', 'phone', 'work_email']",t,t
3776,Amanda,2014/7/21,"New York, NY","I am from New York, love working out and reading, I am a personal trainer and love to travel and see the world! My goal is to make you, my guest, feel as comfortable as possible. I have been apart of the Airbnb community since 2012 and LOVE OUR FAMILY! :) Contact me if you are interested in my place!

5 things I can't live without:

My friends
Music
Great food
Great wine
Sunshine!

""Don鈥檛 get so caught up making a living that you forget to make a life."" 

Laugh often! ",,0.43 ,0.93 ,f,Upper East Side,1,1,"['email', 'phone', 'work_email']",t,t
3777,Blueground,2016/12/16,"New York, NY","We鈥檙e Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you鈥檒l feel at home and free to roam for as long as you want 鈥?a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities 鈥?making every day a five-star experience. From day one, you鈥檒l enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative 鈥?a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you鈥檒l either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You鈥檒l enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We鈥檒l share all details upon confirmation of your stay.",within an hour,1.00 ,0.97 ,f,Cambridge,4022,4338,"['email', 'phone', 'work_email']",t,t
3778,Daniel,2012/5/8,,,within an hour,1.00 ,1.00 ,t,,3,5,"['email', 'phone']",t,f
3779,Laura,2012/5/1,"New York, NY","I am a  musician and a teacher, and I like to travel, and explore new things.  My place is in a great neighborhood away from the hustle and bustle of NY --it's a place to recharge and relax after being out and about all day.  

",within a few hours,1.00 ,0.94 ,t,Inwood,1,3,"['email', 'phone']",t,f
3780,Oren,2014/3/3,"New York, NY",,,0.12 ,0.75 ,f,Midtown,2,4,"['email', 'phone']",t,t
3781,Eric,2014/7/14,"New York, NY",,,0.09 ,0.63 ,f,Williamsburg,1,2,"['email', 'phone']",t,t
3782,Alison,2013/2/7,"New York, NY","i am an independent spirit that lives for great food, travel, music, and people.  I am in constant pursuit of the vast beauty and energy life has to offer.  Typically you'll find me basking on a beach, for salt air and warmth of sun are equivalent to health and happiness. And, of course, there is no replacement for the love affair I have with NYC.  Its vibrance falls in sync with my passion for life. ",within a few hours,1.00 ,0.50 ,f,Greenwich Village,1,5,"['email', 'phone']",t,t
3783,Stay With Vibe,2016/3/3,"New York, NY","Vibe is a full-service provider of furnished homes in New York City. Our team is here to help you find your space and to support you during your journey. We're always operating with your comfort in mind and we've taken care to plan for your arrival long before you turn the key. 

Our homes are fully furnished and equipped with everything you need for a perfect stay and are located in some of the best neighborhoods in Manhattan. 

Whatever you're into and wherever you want to stay, there's a Vibe space for you!",within a few hours,1.00 ,0.90 ,f,Upper East Side,117,208,"['email', 'phone']",t,t
3784,Zoilo,2017/6/19,,,,0.95 ,0.21 ,f,Astoria,1,1,"['email', 'phone']",t,f
3785,Vas,2013/11/7,"New York, NY","My love and desire for the water started in my childhood years, growing up on the South Shore of Long Island. The water inspires me in every which way, and I knew that I always wanted my own piece of waterfront paradise. My professional background is in Real Estate - I own and am responsible for dozens of rentals across the NYC metro area. After traveling outside of the U.S., which include destinations in Europe, South America & Caribbean, I decided to take all of my experience and passion to pursue my dreams.",within an hour,1.00 ,1.00 ,f,,7,7,"['email', 'phone']",t,t
3786,Akino,2015/6/9,"New York, NY",Hello ,within an hour,0.94 ,0.96 ,t,Bedford-Stuyvesant,1,1,"['email', 'phone']",t,t
3787,Julissa,2021/9/26,,Hosting serene places in NY.,within an hour,1.00 ,0.95 ,t,Flushing,3,3,"['email', 'phone']",t,t
3788,Chris,2015/6/12,"Ithaca, NY",,,0.19 ,0.06 ,f,Midtown,1,2,"['email', 'phone']",f,f
3789,Amiee,2015/5/20,"Wallingford, CT","Hello! I鈥檓 a hockey mom and a veteran wife. My apartment (hardwoods throughout) offers just the right value for your stay. It is located in prime Chinatown, NYC. Walking distance to Little Italy and subway.  After a long day of exploring in NYC, you just want a clean place for a good night sleep and our neighborhood is very quiet at night. Rest assured that our bedding are clean and washed once the guest check out. 

Thanks for stopping by. Happy booking :) 

Amiee ",within an hour,1.00 ,1.00 ,f,,8,9,"['email', 'phone']",t,f
3790,Radhames,2017/7/17,"New York, United States",I am very accommodating and very easy to get along with.,within an hour,0.98 ,1.00 ,t,East New York,4,5,"['email', 'phone', 'work_email']",t,t
3791,Alison,2012/5/9,"New York, NY","Fun, sociable, reliable, hard working and respectful. 

I work in a Post Production studio. I am a Yoga Teacher, Reiki practitioner and Breathwork healer. 

I'm a global citizen coming from a mixed background Swiss / American. 
Easy to get along with, I'm flexible and independent. 
I've travelled and lived in different places in Europe, Africa and the USA.
Italy's Tuscany region (Florence) being my favorite vacation destination. I also love Capetown in South Africa where I went on a Safari and saw the Big 5 (Rhino, Buffalo, Elephant, Leopard and Lion). 

I speak fluently English and French, got to learn at an early age Italian and started speaking Spanish a couple of years ago. 

I dine out a lot and I'm always curious to discover ethnic styles of cooking. I'll never say no to Italian or Indian food ! 

I'm addicted to NYC's indescribable energy and fast paced life. In love with my neighborhood Williamsburg since the 1st time I visited I will be glad to share and show around the magic of this up and coming neighborhood. 

I'm a welcoming, laid back, organized, helpful and respectful host and I've been hosting for over 5 years. Barely home, the apartment will feel just like yours. I expect guests to be clean and respectful of the overall apartment but most of all to be friendly and trustworthy. 

My life motos : 
"" Simplicity is the ultimate sophistication. ""
"" Travel light, spread the light, be the light. ""
"" Less is more.""",within an hour,0.92 ,0.98 ,f,Williamsburg,2,2,"['email', 'phone']",t,t
3792,The Local,2016/7/6,"New York, United States",,within an hour,0.92 ,0.98 ,f,,5,9,"['email', 'phone']",t,t
3793,Kv,2010/1/4,"New York, NY","Lover of beauty, NPR and canvas tote bags ",within an hour,1.00 ,0.91 ,f,Bedford-Stuyvesant,2,3,"['email', 'phone', 'work_email']",t,t
3794,Evie,2014/12/20,"New York, NY",NYC,within a day,0.69 ,0.00 ,f,,1,2,"['email', 'phone']",t,t
3795,Senda,2017/6/14,"Bethesda, MD",,within a day,1.00 ,0.34 ,f,Midtown,3,3,"['email', 'phone']",t,t
3796,Marine,2013/4/11,"New York, NY","The apartment is located in the up and coming trendy Bushwick neighborhood and is a 2-minute walk to the Morgan Av stop, L line. A 15-minute ride to the center of Manhattan, Union Square. I have been living in this neighborhood for more than a year now and love it! You can get into Manhattan quickly in addition to having the great Williamsburg area to explore right outside your door!

You get your own private bedroom in a spacious 3-bedroom apartment. It is a quiet, cute condo with a private backyard. The room has a full-size bed with clean sheets, blankets, pillows with a good sized closet too. 
 
Monthly rent is preferred.",,0.83 ,0.98 ,f,Williamsburg,2,3,"['email', 'phone']",t,t
3797,Sarah,2010/7/13,"New York, NY",I am a lawyer and work as an executive at an advocacy think tank. I am married with three children.,within a few hours,1.00 ,0.58 ,t,Boerum Hill,2,3,"['email', 'phone', 'work_email']",t,t
