id,name,neighbourhood,building,street,zipcode,phone
5276,HOUSE OF PIZZA & CALZONES,BROOKLYN,132,UNION STREET,11231,7186249107
5277,XIAO LE YUAN BAKERY,BROOKLYN,5711,5TH AVE,11220,7184924748
5278,THE BAGEL STORE,BROOKLYN,4113,AVENUE U,11234,7186922929
5279,KEBAB TIME,BROOKLYN,1977,86TH ST,11214,7183331230
5280,CHINA GOURMET,MANHATTAN,877,8TH AVE,10019,2122468191
5281,PIZZA BELLA,QUEENS,8130,BROADWAY,11373,7185071009
5282,E FRESH,QUEENS,27116,UNION TPKE,11040,7188316888
5283,ATLANTIC SOCIAL,BROOKLYN,673,ATLANTIC AVE,11217,7186232852
5284,LA NUEVA GIRALDA BAKERY,BRONX,1045.5,WESTCHESTER AVENUE,10459,7189912810
5285,GRAND OAKS COUNTRY CLUB/BOXWOOD CAFE,STATEN ISLAND,200,HUGUENOT AVENUE,10312,7183562771
5286,SHAKE SHACK,MANHATTAN,49,GRAND CENTRAL TERMINAL,10017,6465175805
5287,LIC Bagels,QUEENS,3108,36 AVENUE,11106,7183619500
5288,ASIAN BAY CHINESE FOOD,BROOKLYN,1741,SHEEPSHEAD BAY RD,11235,7183681988
5289,GHANG THAI KITCHEN,BROOKLYN,229,COURT STREET,11201,7188751369
5290,MANNA'S RESTAURANT,MANHATTAN,54,EAST  125 STREET,10035,2123604975
5291,EL LINA RESTAURANT,MANHATTAN,500,WEST  207 STREET,10034,2125675031
5292,BENNY'S CHAO KING RESTAURANT,MANHATTAN,906,COLUMBUS AVE,10025,2128643790
5293,ANGELA'S BAKERY,BROOKLYN,717,KNICKERBOCKER AVENUE,11221,7184180095
5294,CAFE ARGENTINO,BROOKLYN,499,GRAND STREET,11211,7187829477
5295,DOMINO'S,BROOKLYN,1555,NOSTRAND AVENUE,11226,7188263030
5296,HANCO'S,BROOKLYN,147,MONTAGUE ST,11201,3475295054
5297,IL COLOSSEO,BROOKLYN,7704,18 AVENUE,11214,7182343663
5298,GAN ASIA,MANHATTAN,691,AMSTERDAM AVENUE,10025,2122803800
5299,THE TULCINGO AZTECA,MANHATTAN,3861,10 AVENUE,10034,2125676028
5300,ISABELA'S MEXICAN CUISINE,BROOKLYN,4412,4 AVENUE,11220,7188326715
5301,VACANCY PROJECT,MANHATTAN,249,E 10TH ST,10009,2123880050
5302,BEST BURGER PALACE,BROOKLYN,986,ATLANTIC AVE,11238,7183983130
5303,VILLA MONTE RESTAURANT & PIZZERIA,STATEN ISLAND,7001,AMBOY ROAD,10307,7189849886
5304,NO 8 CHINESE RESTAURANT,BRONX,694,THWAITES PL,10467,7186520700
5305,KUMO SUSHI,BROOKLYN,512,COURT STREET,11231,7182225758
5306,E TAVERNA,QUEENS,2619,23RD AVE,11105,7186066606
5307,DON BURRITO RESTAURANT,BROOKLYN,5,NEWKIRK PLAZA,11226,7184219525
5308,AVE NIDA,MANHATTAN,25,AVENUE B,10009,6466926216
5309,EPISTROPHY CAFE,MANHATTAN,200,MOTT STREET,10012,2129660904
5310,KING GARDEN RESTAURANT,MANHATTAN,4316,BROADWAY,10033,2127813862
5311,ASYA INDIAN RESTAURANT,BROOKLYN,46,HENRY STREET,11201,7188586700
5312,STEAK 'N SHAKE,MANHATTAN,1695,BROADWAY,10019,2122476584
5313,THE GRAND BAR AND GRILL,BROOKLYN,647,GRAND STREET,11211,7187824726
5314,DUNKIN' DONUTS,QUEENS,8304,ASTORIA BOULEVARD,11370,7185051360
5315,THE BEST $1.00 PIZZA,MANHATTAN,171,WEST   23 STREET,10011,2126478777
5316,THE ARCH DINER,BROOKLYN,1866,RALPH AVENUE,11234,7185313718
5317,MADE FRESH DAILY,MANHATTAN,226,FRONT STREET,10038,2122852253
5318,CASA MONO/BAR JAMON (NEXT DOOR),MANHATTAN,52,IRVING PLACE,10003,2122532773
5319,CHUCK E. CHEESE'S,STATEN ISLAND,1775,SOUTH AVENUE,10314,7184941395
5320,CHINA NO. 1 CHINESE RESTAURANT,BROOKLYN,9602,CHURCH AVENUE,11212,7184858899
5321,JOONG KOOG JIP,QUEENS,20316,NORTHERN BLVD,11361,7184282221
5322,STEINWAY BILLIARD,QUEENS,3525,STEINWAY STREET,11101,7184722124
5323,DISTRICT MOT,QUEENS,3715,BROADWAY,11103,7189560007
5324,CENTRAL CARIBBEAN BAKERY,BRONX,1322,E GUN HILL RD,10469,3472753533
5325,EURO CAFE,QUEENS,0,JFK INTERNATIONAL AIRPOR,11430,7187512854
5326,DIG INN,MANHATTAN,275,MADISON AVENUE,10016,2126977867
5327,EL CLUB VALLE RESTAURANT CAFFEE,BRONX,1298,WESTCHESTER AVE,10459,7184508552
5328,ZEFES MEXICAN RESTAURANT,BROOKLYN,1224,MYRTLE AVENUE,11221,7189198561
5329,Mado Japanese Cuisine,QUEENS,9516,QUEENS BLVD,11374,7188964000
5330,SUBWAY,BROOKLYN,4,METRO TECH CENTER,11201,7185966712
5331,SOLDIERS CARIBBEAN BUFFET RESTAURANT,BROOKLYN,1439,ST JOHNS PLACE,11213,7187713663
5332,SOHNA PUNJAB,QUEENS,11710,ATLANTIC AVENUE,11419,7188506221
5333,TURQUOISE KOSHER FISH RESTAURANT,QUEENS,18923,UNION TURNPIKE,11366,7187767775
5334,CANTEEN 82,MANHATTAN,467,COLUMBUS AVENUE,10024,2125954300
5335,BEHAN'S PUB,BRONX,4299,KATONAH AVE,10470,7186529153
5336,TXIKITO,MANHATTAN,240,9 AVENUE,10001,2122424730
5337,LITTLE CAESARS,BROOKLYN,1482,FLATBUSH AVENUE,11210,7184841800
5338,MOCHA HOOKAH CAFE,BROOKLYN,183,ATLANTIC AVENUE,11201,7186246764
5339,VIVA,MANHATTAN,65,SHERMAN AVENUE,10040,2123044780
5340,THE QUAYS,QUEENS,4502,30 AVENUE,11103,7182048435
5341,SAM'S RESTAURANT,BRONX,596,GRAND CONCOURSE,10451,7186655341
5342,BROOKLYN BOWL,BROOKLYN,61,WYTHE AVENUE,11249,7189633369
5343,COOPER TOWN DINER,MANHATTAN,339,1 AVENUE,10003,2126779287
5344,BABAGHANOUSH,MANHATTAN,165,CHURCH STREET,10007,2125712020
5345,LACONIA PIZZERIA,BRONX,3985A,LACONIA AVENUE,10466,7186555700
5346,NEW NO 1 CHINESE RESTAURANT,BROOKLYN,1007,CLARKSON AVENUE,11212,7184950905
5347,SAATCHI & SAATCHI,MANHATTAN,375,HUDSON STREET,10014,2124632999
5348,TASTE OF MALAI,BROOKLYN,142,SMITH STREET,11201,7185223027
5349,CITY COFFEE,QUEENS,7717,37 AVENUE,11372,7186398169
5350,SUBWAY SANDWICHES,BROOKLYN,882,5TH AVE,11232,7184360081
5351,CHUI'S GARDEN,QUEENS,13844,84TH DR,11435,7182973330
5352,MIKE'S CAFETERIA,BROOKLYN,2556,MCDONALD AVENUE,11223,7189092456
5353,MING STAR CHINESE RESTAURANT,QUEENS,8916,NORTHERN BLVD,11372,7184466994
5354,DOWN TOWN ASSOCIATION,MANHATTAN,60,PINE STREET,10005,2124221982
5355,YUMMY SZECHUAN HOUSE,QUEENS,4026,UNION ST,11354,7188867885
5356,RAKU,MANHATTAN,342,E 6TH ST,10003,2122281324
5357,MI MEXICO BAR & GRILL,MANHATTAN,2647,FREDERICK DOUGLASS BLVD,10030,9172658328
5358,URBAN RUSTIC,BROOKLYN,236,NORTH   12 STREET,11211,7183889444
5359,KINGSTON TROPICAL BAKERY,BRONX,4000,WHITE PLAINS ROAD,10466,7187980076
5360,KOI SOHO,MANHATTAN,246,SPRING STREET,10013,2128424550
5361,PEARL,MANHATTAN,18,CORNELIA STREET,10014,2126918211
5362,KING & QUEENS,BROOKLYN,834,CLARKSON AVE,11203,7184841177
5363,MCDONALD'S,BRONX,2170,WHITE PLAINS ROAD,10462,7189315822
5364,FORT WASHINGTON BAKERY AND DELI,MANHATTAN,808,WEST  181 STREET,10033,2127951891
5365,EMPIRE PIZZA,MANHATTAN,314,5 AVENUE,10001,2125636081
5366,LA COLOMBE,MANHATTAN,270,LAFAYETTE STREET,10012,2157761076
5367,MIDTOWN RESTAURANT,MANHATTAN,155,EAST   55 STREET,10022,2126441611
5368,DELICACY,MANHATTAN,12,E 44TH ST,10017,2126974444
5369,BARCLAY STREET CAFE,MANHATTAN,245,GREENWICH ST,10007,2127766210
5370,SHUN FENG RESTAURANT,BROOKLYN,524,NEW LOTS AVENUE,11207,7182723888
5371,AL NAIMAT RESTAURANT & SWEETS,QUEENS,3703,74TH ST,11372,7184761100
5372,LE BBANG,QUEENS,24812,NORTHERN BLVD,11362,7182298200
5373,BRUNSWICK,BROOKLYN,240,PROSPECT PARK W,11215,7187881237
5374,RICHI RICH PALACE,QUEENS,11017,ATLANTIC AVE,11418,7188057100
5375,WEST 190 STREET PIZZA,MANHATTAN,1611,ST NICHOLAS AVENUE,10040,2129234441
5376,FINANCIER PATISSERIE,MANHATTAN,10,LIBERTY STREET,10005,2129523838
5377,99 CENT FRESH PIZZA,MANHATTAN,71,2ND AVE,10003,2129673310
5378,GREAT WALL,MANHATTAN,800,W 181ST ST,10033,2127959373
5379,NOBU FIFTY SEVEN,MANHATTAN,40,WEST   57 STREET,10019,2127578559
5380,LA KUCHARA,QUEENS,9507,31ST AVE,11369,7186077758
5381,CRAVE,QUEENS,2855,36 STREET,11103,7187264976
5382,POPEYES LOUISIANA KITCHEN,BROOKLYN,1126,EASTERN PARKWAY,11213,7187566750
5383,PARADISE 2 INTERNATIONAL RESTAURANT AND BAKERY,BROOKLYN,488,EAST   98 STREET,11212,7189220330
5384,JUST SALAD,MANHATTAN,663,LEXINGTRON AVENUE,10022,2122441111
5385,YUMMY CHUMMY,BROOKLYN,6301,8TH AVE,11220,7188364968
5386,MOMOFUKU SSAM BAR,MANHATTAN,207,2 AVENUE,10003,2122543500
5387,GOOD SHEPHERD SERVICES BRONX DJJ,BRONX,2207,UNIVERSITY AVENUE,10453,7185610251
5388,CAFE SALAMANCA RESTAURANT,QUEENS,7905,NORTHERN BOULEVARD,11372,7184582446
5389,NAM NAM,BROOKLYN,109,MONTROSE AVENUE,11206,7183029200
5390,ISTANBUL KEBAB HOUSE,MANHATTAN,712,9TH AVE,10019,2125826262
5391,LA SALA,QUEENS,3205,CRESCENT ST,11106,7186066121
5392,CASA RESTAURANT & LOUNGE,BRONX,3607,E TREMONT AVE,10465,3472627353
5393,CHIPOTLE MEXICAN GRILL,MANHATTAN,1379,6 AVENUE,10019,6469982329
5394,BRICOLAGE,BROOKLYN,162,5TH AVE,11217,7182301835
5395,YUM YUM BANGKOK,MANHATTAN,650,9TH AVE,10036,2122627244
5396,MURPHY'S LAW,MANHATTAN,417,EAST   70 STREET,10021,2126283724
5397,DOYLE'S CORNER,QUEENS,4202,BROADWAY,11103,7186062777
5398,TINA'S RESTAURANT,MANHATTAN,940,3RD AVE,10022,7186371512
5399,PARIS BAGUETTE,QUEENS,3816,138 STREET,11354,7187130404
5400,MANA,MANHATTAN,646,AMSTERDAM AVENUE,10025,2127871110
5401,FANTASY BAR AND RESTAURANT,BRONX,23,EAST TREMONT AVENUE,10453,3476955964
5402,RUBENS PIZZERIA-EL POLLO PERUVIAN CUISINE,BROOKLYN,1533,70 STREET,11228,7183318821
5403,LOCAL LIQUIDS JUICE BAR,QUEENS,209,BEACH 116TH ST,11694,9179454900
5404,MI ESPIGUITA,QUEENS,3244,31ST ST,11106,7185950464
5405,HAN DYNASTY,MANHATTAN,215,W 85TH ST,10024,2128589060
5406,WING HING CHINESE CUISINE,BROOKLYN,2932A,AVENUE R,11229,9172153368
5407,123 NIKKO,MANHATTAN,1280,AMSTERDAM AVENUE,10027,2125311288
5408,JOEY'S PIZZERIA,QUEENS,6907,GRAND AVENUE,11378,7187795880
5409,CAFE VOLNA,BROOKLYN,3145,BRIGHTON    4 STREET,11235,7183320341
5410,PATSY'S PIZZERIA,MANHATTAN,2289,1ST AVE,10035,2125349783
5411,BURGER KING,QUEENS,15405,ROCKAWAY BOULEVARD,11434,7185275044
5412,NANA SUSHI,MANHATTAN,511,3RD AVE,10016,9176601319
5413,KING FOOD,MANHATTAN,489,AMSTERDAM AVENUE,10024,2127998467
5414,CHINA XIANG,MANHATTAN,360,W 42ND ST,10036,2129676088
5415,DONG CHUN HONG CHINESE RESTAURANT,MANHATTAN,312,5 AVENUE,10001,2122687888
5416,SUBWAY,QUEENS,20520,JAMAICA AVE,11423,3474264162
5417,BAY THAI RESTAURANT,BROOKLYN,6735,3RD AVE,11220,7187489354
5418,MR. CHOW RESTAURANT,MANHATTAN,324,EAST   57 STREET,10022,2127519030
5419,SAWASDE THAI COOKING,BROOKLYN,359,MCDONALD AVE,11218,7184360589
5420,RICHIE RICH CARIBBEAN TASTE II,BRONX,3357,FISH AVENUE,10469,7187088431
5421,DUNKIN' DONUTS,MANHATTAN,1099,1ST AVE,10065,2125889495
5422,SPACE BILLARD,MANHATTAN,34,W 32ND ST,10001,2122394166
5423,LEANLY CHINESE FOOD,BROOKLYN,1627,MERMAID AVENUE,11224,7182661606
5424,COCO'S PIZZA & RESTAURANT,BROOKLYN,1377,SUTTER AVENUE,11208,7183480585
5425,COLSON PATISSERIE,BROOKLYN,374,9 STREET,11215,7189656400
5426,"BYGGYZ / WM SANDWICHES, LLC",MANHATTAN,37,CLINTON ST,10002,6466418688
5427,CASCATA,QUEENS,NKA,jfk intl airport,11430,5164919105
5428,EL CASTILLO DE YAQUE RESTAURANT,BROOKLYN,4606,FIFTH AVENUE,11220,7184395847
5429,POLANCO'S RESTAURANT,QUEENS,3313,108TH ST,11368,7185659598
5430,EAST RIVER,BROOKLYN,97,SOUTH    6 STREET,11249,7183020511
5431,RED LOBSTER,BRONX,2090,BARTOW AVE,10475,7186714223
5432,BILLY'S BAKERY,MANHATTAN,1,WEST   58 STREET,10019,6467553221
5433,SPOONBREAD TOO,MANHATTAN,364,WEST  110 STREET,10025,2128656744
5434,15 FLAVORS,BRONX,1763,CROSBY AVE,10461,3473981131
5435,GOLDEN CITY CHINESE KITCHEN,BRONX,805,SOUNDVIEW AVENUE,10473,7188617899
5436,DRAGON GARDEN,QUEENS,8618,ROCKAWAY BEACH BLVD,11693,7189451808
5437,RED LOBSTER,MANHATTAN,261,W 125TH ST,10027,2122801930
5438,THE HOP SHOPPE,STATEN ISLAND,372,VAN DUZER ST,10304,718_448_34
5439,SUZAN KITCHEN,MANHATTAN,323,EAST   79 STREET,10075,2122885002
5440,BREAD BROTHERS BAGEL CAFE,BROOKLYN,220,BUSHWICK AVE,11206,7183815400
5441,JEN RESTAURANT,QUEENS,17823,JAMAICA AVE,11432,3476243760
5442,THE STANDARD GRILL AND BIERGARTEN,MANHATTAN,848,WASHINGTON STREET,10014,2126454100
5443,MCDONALD'S,BROOKLYN,2800,ATLANTIC AVENUE,11207,7186477818
5444,STANDARD BURGER,STATEN ISLAND,4115,HYLAN BLVD,10308,6464651515
5445,ZORALIE RESTAURANT,MANHATTAN,449,WEST 51 STREET,10019,6465903751
5446,DESI GALLI,MANHATTAN,101,LEXINGTON AVE,10016,2126832292
5447,A & C KITCHEN,MANHATTAN,134136,AVENUE C,10009,2126778112
5448,69 PIZZERIA,QUEENS,4917,69TH ST,11377,7188988899
5449,DUNKIN' DONUTS,QUEENS,6820,ROCKAWAY BEACH BOULEVARD,11692,3472304213
5450,S'MAC,MANHATTAN,345,EAST   12 STREET,10003,2123587912
5451,SUBWAY,QUEENS,7072,KISSENA BOULEVARD,11367,7187935666
5452,LUCKY STAR CHINESE RESTAURANT,QUEENS,3903,104TH ST,11368,7184573560
5453,FANTASTIC RESTAURANT & LOUNGE,MANHATTAN,238A,SHERMAN AVE,10034,2129423010
5454,LABETTI'S POST # 2159,STATEN ISLAND,390,HYLAN BOULEVARD,10305,7184429312
5455,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442
5456,DA NOI RESTAURANT,STATEN ISLAND,4358,VICTORY BOULEVARD,10314,7189825040
5457,BENSON EATING STATION,BROOKLYN,2435,86TH ST,11214,7182668988
5458,BOON CHU #2,QUEENS,3513,DITMARS BLVD,11105,7187777013
5459,TOWN HALL THEATRE,MANHATTAN,123,WEST   43 STREET,10036,2125867610
5460,QUE RICO TACO,QUEENS,3307,89TH ST,11372,7186394202
5461,BREAK ROOM,MANHATTAN,83,BAXTER ST,10013,2122272802
5462,BURGER KING,MANHATTAN,154,E 116TH ST,10029,2124269532
5463,BROOKLYN  CAFE,BROOKLYN,816,BROADWAY,11206,7183840744
5464,THE CASTELLO PLAN,BROOKLYN,1213,CORTELYOU ROAD,11218,7188568888
5465,MARCY & MYRTLE COFFEE BAR,BROOKLYN,574,MARCY AVE,11206,9176620727
5466,FAILTE,MANHATTAN,531,2 AVENUE,10016,2127259440
5467,DUNKIN' DONUTS,MANHATTAN,130,CHURCH STREET,10007,2126083512
5468,PANORMA RESTAURANT,QUEENS,8708,ASTORIA BLVD,11369,7185059162
5469,CHIPOTLE MEXICAN GRILL #2308,STATEN ISLAND,2602,HYLAN BLVD,10306,7189801742
5470,TO SPITI,BROOKLYN,160,HAVEMEYER ST,11211,9177548318
5471,PATMAR BAKE SHOP,QUEENS,20507,LINDEN BOULEVARD,11412,7183410900
5472,OBICA MOZZARELLA BAR,MANHATTAN,928,BROADWAY,10010,2127772754
5473,SOHO CAFE & GRILL,BROOKLYN,215,CHURCH AVENUE,11218,7184368800
5474,SILVER SPOON RESTAURANT,QUEENS,20712,HOLLIS AVENUE,11429,7184683624
5475,PARIS BAGUETTE,MANHATTAN,591,LEXINGTON AVE,10022,2128380404
5476,FORNO PIZZERIA & TRATTORIA,QUEENS,52-27,69 STREET,11378,7184241200
5477,HOT GINGER ASIAN FUSION,QUEENS,73-32,BELL BLVD,11364,7184681889
5478,LUCKY STARS BAKERY,MANHATTAN,280,GRAND ST,10002,2122198434
5479,CAVATAPPO GRILL,MANHATTAN,1712,FIRST AVENUE,10128,2129879260
5480,DACTA BIRD CUISINE,BROOKLYN,531,UTICA AVENUE,11203,7186761881
5481,NEW CHINATOWN RESTAURANT,BRONX,3955,BRONXWOOD AVENUE,10466,7187981556
5482,RED MANGO,QUEENS,10740,QUEENS BOULEVARD,11375,3476445289
5483,SHERATON NEW YORK HOTEL & TOWERS,MANHATTAN,811,7 AVENUE,10019,2128416569
5484,PEGUSUS COFFEE SHOP,BROOKLYN,8610,3 AVENUE,11209,7187486977
5485,VINTRY,MANHATTAN,57,STONE STREET,10004,2124809800
5486,THE MASALA WALA,MANHATTAN,179,ESSEX STREET,10002,2123589300
5487,THE VANDERBILT,BROOKLYN,570,VANDERBILT AVENUE,11238,7186230570
5488,SUMMERS,BROOKLYN,155,SOUTH 4TH ST.,11211,3479873558
5489,PRONTO PIZZA,BROOKLYN,2928,AVENUE R,11229,7186274983
5490,QUEZADA RESTAURANT,BROOKLYN,1212,FLATBUSH AVENUE,11226,7182820622
5491,FONDA OF CHELSEA,MANHATTAN,189,9TH AVE,10011,9175255252
5492,HAAGEN-DAZS,MANHATTAN,55,EAST    8 STREET,10003,2127772477
5493,PAPAZZIO RESTAURANT,QUEENS,3938,BELL BOULEVARD,11361,7182291962
5494,NO. 1 CHINESE RESTAURANT,BRONX,7,WEST TREMONT AVENUE,10453,7182945294
5495,GOTTLIEB'S RESTAURANT,BROOKLYN,352,ROEBLING STREET,11211,7183846612
5496,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,4902,VERNON BOULEVARD,11101,7184334543
5497,JIM'S CHINA KING,QUEENS,563,SENECA AVENUE,11385,7184181288
5498,DELICIOUS BAKERY,MANHATTAN,139,HESTER STREET,10002,2129252471
5499,ROCKY'S PIZZERIA & RESTAURANT II,MANHATTAN,607,2 AVENUE,10016,2126834151
5500,GUY & GALLARD,MANHATTAN,470,PARK AVENUE SOUTH,10016,2124271106
5501,DON CHINGON,BROOKLYN,216,FLATBUSH AVE,11217,7185763521
5502,ALMASRY RESTAURANT,BROOKLYN,1178,FULTON STREET,11216,7187890546
5503,REDD'S,BROOKLYN,511,GRAND STREET,11211,7182189429
5504,MADANGSUI,MANHATTAN,35,WEST   35 STREET,10001,2125649333
5505,T. K. KITCHEN,MANHATTAN,26,SAINT MARKS PLACE,10003,2129829782
5506,BG BAR/MEHANATA,MANHATTAN,113,LUDLOW STREET,10002,2126250981
5507,SHIH LEE CHINESE GOODEATS,MANHATTAN,311,EAST   45 STREET,10017,2128670318
5508,THE NEW RED BRICK RESTAURANT,BROOKLYN,1114,NOSTRAND AVENUE,11225,7184671005
5509,DORRIAN'S RED HAND RESTAURANT,MANHATTAN,1616,2 AVENUE,10028,2127726660
5510,LA VILLA PIZZERIA,BROOKLYN,6610,AVENUE U,11234,7182518030
5511,B FLAT,MANHATTAN,277,CHURCH STREET,10013,2122192970
5512,MOMO SUSHI,MANHATTAN,239,PARK AVE S,10003,2126777001
5513,VILLAGE BAGEL,QUEENS,1437,150TH ST,11357,7183573577
5514,OTTO'S TACOS,MANHATTAN,131,7TH AVE S,10014,6466570646
5515,MIZUMI,QUEENS,23110,NORTHERN BOULEVARD,11362,7182298686
5516,DI DI RESTAURANT,BROOKLYN,2318,NOSTRAND AVE,11210,7189517459
5517,KORNER PIZZERIA,BROOKLYN,226,CHURCH AVENUE,11218,7188533755
5518,ANDREW'S COFFEE SHOP,BROOKLYN,901,CHURCH AVENUE,11218,7186931740
5519,BROOKLYN BREAD LAB,BROOKLYN,201,MOORE ST,11206,7188815000
5520,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,16822,UNION TURNPIKE,11366,7185916616
5521,Souk & Sandwich,MANHATTAN,117,AVENUE OF THE AMERICAS,10013,2127755665
5522,GREAT WALL,MANHATTAN,800,W 181ST ST,10033,2127959373
5523,310 BOWERY BAR,MANHATTAN,310,BOWERY,10012,2124771166
5524,MTSKHETA CAFE,BROOKLYN,2568,86 STREET,11214,7186761868
5525,SUNSHINE RESTAURANT,QUEENS,25509,HILLSIDE AVENUE,11004,7183432300
5526,INTERNATIONAL GOURMET KITCHEN,MANHATTAN,505,8 AVENUE,10018,2122169421
5527,CASSETTE,BROOKLYN,113,FRANKLIN ST,11222,3476824111
5528,LEFTFIELD,MANHATTAN,87,LUDLOW STREET,10002,2126771100
5529,PINO WINE BAR,MANHATTAN,156,E 33RD ST,10016,6463036060
5530,PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT,QUEENS,20818,CROSS ISLAND PARKWAY,11360,7183526606
5531,FRANCO BAKERY,BRONX,527,EAST  138 STREET,10454,7189934200
5532,TASTE OF TACO/YUMMY CHINA,QUEENS,6841,MYRTLE AVE,11385,7184564062
5533,SOUTH SHORE HOT BAGELS,STATEN ISLAND,4882,ARTHUR KILL RD,10309,7182278600
5534,TACO & MAS,QUEENS,1831,MOTT AVENUE,11691,7183273001
5535,CHIMI MUNDO AND RESTAURANT,QUEENS,9805,ATLANTIC AVE,11421,7188468636
5536,TANDOOR & CO,QUEENS,9524,QUEENS BOULEVARD,11374,7189976800
5537,SAZON,MANHATTAN,105,READE STREET,10013,2124061900
5538,ASIAM THAI CUISINE,MANHATTAN,259,FIRST AVENUE,10003,2122287880
5539,PICK & PAY GYRO & PIZZA,MANHATTAN,30,LEXINGTON AVE,10010,2123878200
5540,SLICE & CO. BRICK OVEN PIZZA,MANHATTAN,527,6 AVENUE,10011,2122556333
5541,EL PASO RESTAURANTE MEXICANO,MANHATTAN,1643,LEXINGTON AVENUE,10029,2128319831
5542,TAKAHACHI RESTAURANT,MANHATTAN,85,AVENUE A,10009,2125056524
5543,TIO PIO,BROOKLYN,119,COURT STREET,11201,7184030044
5544,ICHI SUSHI,BROOKLYN,8609,BAY PARKWAY,11214,7182652289
5545,AOA BAR & GRILL,MANHATTAN,6,YORK STREET,10013,2129251600
5546,NEW PETER'S KITCHEN,QUEENS,14909,UNION TURNPIKE,11367,7185918688
5547,TOMOE SUSHI,MANHATTAN,172,THOMPSON STREET,10012,2127779346
5548,EL SOL DE MEXICO DELI GROCERY,QUEENS,9509,SUTPHIN BOULEVARD,11435,7186580231
5549,CHUBBY BURGER,QUEENS,5617,JUNCTION BLVD,11373,7188061846
5550,DAIZEN JAPANESE FUSION RESTAURANT,BROOKLYN,768,57TH ST,11220,7185670888
5551,HERMES BILLIARDS & CAFE,QUEENS,10214,JAMAICA AVENUE,11418,7184418340
5552,LIPS RESTAURANT,MANHATTAN,227,EAST   56 STREET,10022,2126757710
5553,SWEETWATER RESTAURANT,BROOKLYN,105,NORTH    6 STREET,11249,7189630608
5554,SUSHI PARA 88,MANHATTAN,212,W 14TH ST,10011,2128821089
5555,MR. WONTON,QUEENS,2604,JACKSON AVENUE,11101,7184821117
5556,THE FIVE SPOT,BROOKLYN,459,MYRTLE AVENUE,11205,7188520202
5557,LA PINELA,STATEN ISLAND,163,DONGAN ST,10310,7184472706
5558,BAO BAO CAFE,MANHATTAN,61,LEXINGTON AVE,10010,3478605005
5559,OLD TOWN BAR & RESTAURANT,MANHATTAN,45,EAST   18 STREET,10003,2125296732
5560,CASA THEODORO,QUEENS,5418,31ST AVE,11377,7185453800
5561,NUNOODLE,QUEENS,8910,QUEENS BLVD,11373,7185058858
5562,ATLIXCO BAKERY & DELI,STATEN ISLAND,1012,ST PAULS AVE,10301,7183900171
5563,BAO BAO CAFE,MANHATTAN,61,LEXINGTON AVE,10010,3478605005
5564,THAI SUKI,QUEENS,60-15,WOODSIDE AVE,11377,7182051975
5565,TONY'S FAMOUS PIZZA,QUEENS,10918,JAMAICA AVE,11418,7184417770
5566,CASA AGAVE MEXICAN BAR & GRILL,MANHATTAN,693,9TH AVE,10036,2122652229
5567,NEW SPRING GARDEN,BRONX,2066,WALLACE AVE,10462,7188288953
5568,WAN ZHONG WANG,BROOKLYN,773,60TH ST,11220,7186808886
5569,LA PARRANDA MEXICANA BAR & RESTAURANT,BROOKLYN,2366,86 STREET,11214,7182663722
5570,CAVALLO'S PIZZERIA,MANHATTAN,324,7 AVENUE,10001,2122442012
5571,BOKA,MANHATTAN,9,SAINT MARKS PLACE,10003,2122282887
5572,CHANCE,BROOKLYN,223,SMITH ST,11201,7182421515
5573,EMPIRE KITCHEN,MANHATTAN,563A,W 207TH ST,10034,2125691212
5574,TACO KING,BROOKLYN,4204,AVENUE D,11203,7186299669
5575,RALPH'S COFFEE,MANHATTAN,711,5TH AVE,10022,2123551829
5576,SALA ONE NINE,MANHATTAN,35,WEST   19 STREET,10011,2122292300
5577,BROTHERS SEAFOOD,BRONX,632,WALTON AVENUE,10451,3476661021
5578,SUBWAY,QUEENS,10728,71 AVENUE,11375,7182680315
5579,LITTLE ITALY PIZZA,MANHATTAN,214,W 92ND ST,10025,2125947817
5580,El Penacho Restaurant,BROOKLYN,374,AVENUE P,11204,7184397012
5581,JIMBO'S HAMBURGER PLACE,BRONX,690,MELROSE AVENUE,10455,7182928032
5582,"BUFFALO WILD WINGS, PEETS COFFEE & TEA, BENTO SUSHI",QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,7187514769
5583,BAREBURGER,QUEENS,4238,BELL BOULEVARD,11361,7182792273
5584,BREAK BAR & BILLARDS,QUEENS,3208,BROADWAY,11106,7187775400
5585,LONGBOW PUB AND PANTRY,BROOKLYN,7316,3 AVENUE,11209,7182387468
5586,BRAVO'S RESTAURANT &  CAFE,QUEENS,377,SENECA AVENUE,11385,7188210492
5587,MISO-YA,MANHATTAN,129,2 AVENUE,10003,2126774825
5588,EL MAGUEY Y LA TUNA,MANHATTAN,321,EAST HOUSTON STREET,10002,2124733919
5589,@NINE,MANHATTAN,592,9 AVENUE,10036,2123071363
5590,SNOWDAYS SHAVERY,MANHATTAN,241,E 10TH ST,10003,2129828881
